	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
VPS9D1-AS1	154	155	394	429	391	147	74	34	126	88
VRK1	266	83	274	1039	547	523	864	388	896	1038
VRK2	139	56	221	1804	1155	543	816	422	707	779
VRK3	479	730	974	4999	2646	2706	1915	1244	2535	3116
VSIG10	470	460	938	3885	2143	4112	1447	1529	3650	3663
VSIG10L	24	23	118	626	471	115	90	101	120	70
VSIG2	316	63	1378	31	109	14018	7057	2991	12311	4308
VSIG4	167	103	1038	2428	196	742	2575	1863	655	1847
VSNL1	170	207	483	401	305	127	417	136	143	457
VSTM2L	16	49	270	58	19	67	128	121	134	38
VSTM4	63	44	289	289	234	722	709	1020	789	423
VSTM5	5	3	37	196	27	160	271	58	420	114
VTA1	456	364	964	2818	3900	2444	2661	1555	2920	3639
VTI1A	178	182	424	1036	1585	1234	871	609	1326	1679
VTI1B	686	402	1435	4277	2401	4062	3333	2785	3835	5079
VWA1	1776	2867	5340	1820	4156	1939	4548	3867	2049	1901
VWA2	620	4644	644	107	1759	53	44	20	101	39
VWA3B	15	6	18	64	12	116	45	36	97	133
VWA5A	608	664	629	1597	1136	4279	3238	3039	3214	5347
VWA7	35	96	107	175	344	469	155	82	425	168
VWA8	275	477	290	594	3664	1650	710	964	1714	1944
VWA9	659	652	1128	3252	3398	1809	1974	1155	2354	2272
VWCE	18	3	18	109	22	13	16	39	19	14
VWF	1158	3596	4187	3767	3685	5056	1826	8849	4485	5527
WAC	1168	1168	1930	10549	8393	5921	5109	4687	7149	6896
WAC-AS1	144	99	184	879	1536	1014	528	497	880	1048
WAPAL	358	428	1000	1922	3693	2698	1834	1548	3186	3092
WARS	1185	1260	2907	8876	3042	3576	39715	3790	4880	44900
WARS2	287	183	263	425	842	628	694	564	861	797
WAS	58	55	320	873	94	563	695	335	1506	945
WASF1	83	35	91	227	439	156	307	336	180	97
WASF2	917	3011	3684	7783	5482	11283	5897	7753	11837	11438
WASF3	35	6	124	64	144	325	584	459	266	91
WASH1	25	191	58	264	127	450	123	88	282	142
WASH2P	27	104	81	229	129	180	107	58	142	64
WASH3P	34	124	66	368	207	426	109	148	270	201
WASH6P	58	103	135	246	201	277	159	137	234	201
WASH7P	183	525	196	620	832	401	311	174	375	266
WASL	704	671	1599	6192	5233	8073	4618	4074	7749	12683
WBP1	113	323	178	857	467	571	454	263	445	194
WBP11	917	1122	1652	7279	5136	3728	3479	2582	5026	4534
WBP1L	491	834	1771	3056	3126	3917	2883	2694	3741	4225
WBP1LP2	4	26	18	72	41	25	37	10	25	24
WBP2	1329	2866	3053	9104	8791	6575	5313	4090	6097	6200
WBP2NL	3	21	3	6	56	19	14	18	46	23
WBP4	125	39	201	585	2427	516	936	533	625	519
WBP5	960	120	565	5247	2125	1573	3012	1567	1773	1837
WBSCR16	905	1169	1887	2935	3404	2531	2145	1790	2773	2798
WBSCR17	9	21	119	83	80	121	429	341	81	69
WBSCR22	1606	1209	1984	6506	5448	2761	3955	1763	3330	2807
WBSCR27	153	378	178	450	363	73	39	25	49	233
WDFY1	504	1014	928	1836	4062	2626	2565	1648	3275	6258
WDFY2	85	298	220	410	667	439	396	376	627	518
WDFY3	214	180	569	1500	1792	1741	1199	1312	1832	1437
WDFY3-AS2	6	7	33	155	62	53	116	114	65	36
WDFY4	81	77	257	411	122	984	353	310	2962	690
WDHD1	121	71	165	755	265	325	335	220	664	644
WDPCP	20	17	43	182	158	101	117	82	106	80
WDR1	6062	14340	15039	9676	27161	27373	21129	18903	27039	34625
WDR11	469	668	1162	2798	3862	3193	2168	1838	3193	2778
WDR12	609	423	616	1586	2405	1045	1168	611	1256	1111
WDR13	2450	13652	3881	3796	4495	4875	3059	2658	3376	3821
WDR18	731	2539	1356	2151	4178	1765	1382	961	1448	2216
WDR19	54	54	211	545	680	325	281	370	341	267
WDR20	258	253	276	806	635	1271	839	711	1148	1313
WDR24	301	3090	1423	906	773	511	262	260	458	418
WDR25	167	181	246	456	299	395	751	319	519	610
WDR26	788	790	1545	3709	4860	4190	3115	2575	4380	3732
WDR27	135	486	316	738	703	766	157	164	458	130
WDR3	567	431	409	945	1594	1102	1223	851	1526	1371
WDR31	57	125	145	239	190	198	216	99	208	224
WDR33	571	459	1023	3792	3577	2924	1838	1765	3370	3548
WDR34	1437	3373	2241	3259	3138	2833	2103	1376	2642	3933
WDR35	45	116	165	105	832	300	389	393	383	187
WDR36	227	83	589	1578	1937	1053	1069	793	1584	1194
WDR37	119	556	472	1322	1188	1420	681	719	1666	1471
WDR4	207	1246	648	452	503	340	380	157	465	574
WDR41	258	177	442	1147	1267	888	1231	720	1133	1004
WDR43	713	469	978	3583	4128	1497	1721	898	1762	1460
WDR44	136	56	281	1414	526	691	702	752	724	1385
WDR45	538	810	1390	2836	2181	1470	1329	1113	1293	1200
WDR45B	1743	1628	2465	12464	6527	4342	4620	2470	4113	4970
WDR46	704	1573	1447	1666	3540	1960	1598	938	1837	1751
WDR47	89	94	231	611	403	561	632	581	480	492
WDR48	383	361	756	1991	4661	1937	1843	1675	2170	2365
WDR5	595	1321	1247	3512	3771	1987	1506	1102	2469	2278
WDR53	96	35	146	392	385	233	283	198	232	223
WDR54	214	253	337	1670	566	210	274	203	283	228
WDR55	394	844	1268	1379	2368	2436	1680	881	2373	2102
WDR59	470	1107	1092	2802	2216	1764	951	836	1707	1028
WDR5B	90	63	144	644	794	186	300	222	323	155
WDR6	1235	6346	2877	4134	6190	7293	3416	3451	7909	4519
WDR60	190	290	480	809	963	1020	557	501	870	664
WDR61	648	694	1413	3074	2838	1728	2992	1294	2039	2107
WDR62	102	621	182	1315	293	288	144	71	455	397
WDR66	55	18	73	44	132	17	12	15	96	29
WDR7	84	111	290	484	369	1194	774	790	1529	1638
WDR70	356	274	640	1352	1329	1064	1272	772	1194	947
WDR72	77	49	238	2875	6054	2	251	52	166	55
WDR73	32	34	87	339	403	208	202	109	191	139
WDR74	740	1097	1129	1964	2482	794	793	479	925	679
WDR75	399	210	516	3220	2092	1014	1274	734	1169	1084
WDR76	139	72	159	607	513	319	611	324	933	733
WDR77	796	2114	851	983	2281	1049	1285	627	1257	1175
WDR78	22	5	51	124	40	744	146	309	413	771
WDR81	294	837	846	1549	2073	1961	637	979	2177	1815
WDR82	1210	1351	2477	3935	8556	5841	5344	4973	7042	7686
WDR83	101	514	217	459	449	267	257	157	306	214
WDR83OS	1299	2980	1973	5519	5400	3548	3902	2470	3759	3224
WDR86	8	55	38	68	21	30	293	91	58	23
WDR88	2	7	8	47	41	37	11	4	31	8
WDR89	131	87	188	572	369	547	563	328	637	522
WDR90	443	2716	1747	1366	1574	1552	430	356	996	1023
WDR91	107	168	300	1114	164	493	257	345	533	236
WDR92	0	3	11	27	50	62	37	41	80	45
WDSUB1	115	141	107	587	743	425	263	252	435	334
WDTC1	423	2410	2048	3645	4498	5944	2737	3371	5853	4109
WDYHV1	188	119	257	741	615	282	417	257	263	263
WEE1	524	162	528	2254	1804	1800	828	1006	1695	1196
WEE2-AS1	10	2	9	24	23	44	27	17	39	26
WFDC1	156	74	763	437	412	835	2212	1864	557	464
WFDC2	304	240	608	1183	969	3883	7440	1261	16201	927
WFDC21P	40	47	57	217	73	34	63	65	46	25
WFDC3	43	43	47	21	374	59	104	20	76	23
WFIKKN1	11	108	119	31	88	61	6	12	42	26
WFS1	652	3615	6480	765	7603	1496	1673	2451	1512	965
WHAMM	148	169	263	1657	1315	856	587	445	1045	953
WHSC1	710	1116	1598	2481	4280	5632	2207	1871	5614	5524
WHSC1L1	456	250	948	2926	3975	3407	2200	2113	4392	3281
WIBG	471	277	852	2286	2299	1519	1847	885	1670	2142
WIPF1	252	62	1163	3323	1815	1953	2683	2119	5505	2287
WIPF2	516	882	1176	4320	3497	5655	2400	2356	5725	7759
WIPF3	9	4	35	571	513	121	86	142	131	73
WIPI1	221	662	672	1443	2186	2486	1881	886	2066	2899
WIPI2	1036	1422	2196	4585	4888	3193	2524	2295	3091	2843
WISP1	132	35	163	576	194	32	103	89	45	32
WIZ	423	1571	1496	1720	2991	2479	1260	1434	2157	1705
WLS	878	972	2213	3308	5235	5711	5017	4882	5131	6095
WNK1	724	1572	2275	3839	5431	5135	3472	3812	6769	4473
WNK2	1135	6855	2848	1446	8857	10729	2483	2809	10681	4875
WNK4	709	1312	1202	897	3901	3168	560	468	3916	883
WNT10A	22	9	53	165	612	94	34	65	130	195
WNT10B	4	6	14	27	100	37	17	24	32	14
WNT11	155	404	50	652	105	184	126	92	210	83
WNT2	264	92	204	1047	181	1	16	9	6	2
WNT2B	38	56	150	446	91	911	338	223	937	435
WNT3	69	56	91	96	291	21	30	20	45	10
WNT4	78	155	96	609	282	261	265	109	530	298
WNT5A	321	283	436	1240	614	341	319	291	363	404
WNT5B	31	89	202	95	934	315	522	497	634	287
WNT9A	15	51	182	210	129	328	373	389	295	101
WRAP53	166	210	213	1573	737	527	419	279	574	623
WRAP73	371	767	596	1588	2211	1218	777	520	1063	741
WRB	176	346	431	1166	1113	522	1130	930	750	801
WRN	132	68	233	844	546	529	515	448	810	582
WRNIP1	631	1295	1468	1876	4189	2627	1382	1110	2605	2262
WSB1	869	525	1441	5692	3573	4921	3148	1905	3382	2794
WSB2	1103	960	1871	4490	3618	5394	4837	3216	5272	7887
WSCD1	51	185	234	93	102	1783	257	943	1824	2186
WTAP	912	737	1813	6236	4659	3424	4228	2222	3319	3613
WTIP	94	92	248	169	727	196	233	235	173	79
WWC1	366	556	909	941	2770	1854	628	396	1758	1426
WWC2	63	41	191	227	2191	311	753	467	334	170
WWC3	204	1151	1498	2712	2590	1439	1001	1088	1471	1233
WWOX	125	327	218	647	590	396	319	311	275	226
WWP1	693	451	1051	2874	4575	2874	2010	1891	2982	2463
WWP2	719	2203	2536	2647	4011	6992	2477	2209	6593	8548
WWTR1	309	73	1017	1093	1860	1241	5036	4275	1198	950
XAB2	823	6273	2092	3406	3074	2437	1259	1555	2452	2093
XAF1	29	40	228	447	106	273	675	144	250	868
XDH	213	230	127	959	251	4083	8774	1980	4603	28028
XIAP	866	806	1393	3838	3764	4335	2878	1707	4316	5903
XK	380	896	419	2942	160	2714	1938	1891	2526	3889
XKR6	3	80	42	158	93	56	40	29	92	35
XKR8	86	234	262	591	254	488	408	369	577	582
XKR9	19	25	44	489	31	15	59	13	64	89
XKRX	96	143	271	136	303	74	21	29	84	45
XPA	126	83	191	444	771	460	685	450	516	366
XPC	316	518	652	1195	2422	1621	859	989	2030	1047
XPNPEP1	1014	1315	1785	5344	3179	5000	3770	2043	5056	6015
XPNPEP2	291	52	627	1143	277	425	170	1210	1499	571
XPNPEP3	268	359	486	1878	676	481	400	274	609	475
XPO1	1165	535	1799	10313	9184	5347	5089	3760	6797	6762
XPO4	227	329	360	1552	4356	1108	824	750	1539	1193
XPO5	411	948	848	1513	3506	1720	907	813	2093	1687
XPO6	1175	5042	5350	4021	5407	5270	3271	2380	5593	6307
XPO7	601	898	1365	3408	2503	3023	2733	1937	3858	3654
XPOT	947	671	999	8070	9470	1720	2446	1402	2488	2273
XPR1	246	212	463	1697	1731	2267	847	1079	1991	2124
XRCC1	325	1108	647	2586	2379	1228	882	901	1695	1345
XRCC2	73	42	59	360	310	82	92	41	211	178
XRCC3	357	363	381	823	341	765	515	243	645	596
XRCC4	90	30	189	377	848	277	400	251	330	485
XRCC5	3213	2302	5473	7482	23816	9950	12586	8835	13578	16131
XRCC6	4611	2909	7188	17608	12563	12904	16238	10201	15732	17753
XRCC6BP1	128	81	183	402	480	680	558	389	660	600
XRN1	150	64	419	2460	1809	1997	2543	1110	2413	4663
XRN2	1244	914	1683	5901	4445	3009	3750	2602	3733	4014
XRRA1	20	172	79	316	242	127	381	304	217	143
XX-FW83563B9.5	33	38	66	192	39	60	23	19	48	38
XXYLT1	116	228	247	956	803	727	525	457	574	492
XXbac-B135H6.15	13	70	47	143	66	222	74	47	180	130
XXbac-B476C20.9	8	8	40	53	80	325	162	124	302	636
XXbac-BPG181B23.7	9	5	2	46	86	105	65	101	113	182
XXbac-BPG248L24.12	22	77	44	115	146	121	138	57	108	208
XXbac-BPG252P9.10	12	2	10	22	20	41	24	6	17	12
XXbac-BPG283O16.9	37	57	102	33	406	362	167	186	467	120
XXbac-BPG299F13.17	8	6	30	78	104	128	114	120	154	75
XXbac-BPGBPG55C20.2	7	3	7	70	79	40	96	27	42	6
XYLB	99	201	182	473	291	715	245	235	669	531
XYLT1	204	975	1092	967	1764	3257	774	1327	3469	1920
XYLT2	497	1088	874	1100	1822	1900	969	861	2003	878
YAE1D1	393	143	591	1053	828	357	808	351	508	446
YAF2	136	75	224	1261	2037	448	800	418	485	382
YAP1	865	937	2115	3037	11079	3058	3832	4234	3163	2822
YARS	1205	1452	1734	7017	4134	2544	2317	1978	3552	4091
YARS2	256	233	433	1190	1408	653	656	430	725	777
YBEY	126	133	214	379	293	499	468	254	527	327
YBX1	8703	8209	12695	17531	20324	19165	30855	18748	22684	24808
YBX1P1	19	43	18	39	60	22	63	31	37	61
YBX1P10	34	75	34	138	170	200	256	154	239	258
YBX1P2	18	49	35	23	22	10	20	11	11	20
YBX2	267	623	206	1407	483	1254	254	452	246	2076
YBX3	2077	2016	3997	11035	7906	4220	7819	5660	4077	4372
YDJC	571	1145	1468	2873	970	842	613	320	796	789
YEATS2	381	641	623	2419	2352	1326	983	896	1706	1259
YEATS2-AS1	0	10	13	55	22	31	9	10	28	11
YEATS4	241	94	272	2131	593	432	1079	442	852	614
YES1	286	147	534	2057	2372	2938	2490	1780	3521	4712
YIF1A	2489	4383	3489	5060	4278	2923	3949	1649	3015	3149
YIF1B	537	1834	970	2147	1113	1142	1506	749	1250	1826
YIPF1	318	286	473	1655	1654	1556	2139	931	1776	2091
YIPF2	976	2886	1357	4153	3715	2058	2309	1006	2429	1415
YIPF3	1708	3158	3632	5060	11193	7013	4706	3805	6785	6950
YIPF4	579	391	1318	3714	7513	2648	2473	1591	2809	2972
YIPF5	404	275	1012	1977	3064	2412	3444	1660	2787	3253
YIPF6	989	531	1373	3433	3000	2434	3277	1983	2765	2793
YJEFN3	51	79	27	135	64	284	34	28	113	48
YKT6	1082	1299	2469	4896	5020	5294	3664	2870	4957	6354
YLPM1	528	675	1126	2058	2565	3546	1530	1893	5027	3203
YME1L1	1192	676	1846	12201	9720	6326	6051	4396	7332	9237
YOD1	65	63	120	932	512	719	455	337	565	646
YPEL1	8	22	53	156	116	96	61	97	162	42
YPEL2	226	229	544	2338	1704	1684	3585	1163	1573	2131
YPEL3	383	325	2446	2825	2755	1496	1081	1271	1848	827
YPEL5	815	394	2027	5915	6763	3916	7124	4467	3744	3370
YRDC	318	278	544	1128	829	1240	859	432	789	764
YTHDC1	553	679	1071	2623	5029	3090	2249	2118	4024	3191
YTHDC2	136	77	591	508	1256	1392	1008	729	1848	1925
